Exposure,Exposure.Domain,Outcome.Name,Association,Outcome.Domain.Level.2,Outcome.Domain.Level.1,Biospecimen,Dataset_id,Datasets.Type,Dataset.Source,Linked.Dataset.ID,Linked.Dataset.Name
PM2.5,Other,inflammation,Positive,Breast Cancer;Inflammation,Biological Endpoint,Noncancerous breast tissue,39992653,Literature,PubMed,,
PM2.5,Air Quality,epithelial induction of tissue kallikreins,Positive,Respiratory Health,Biological Endpoint,nasal samples,36608946,Literature,PubMed,,
PM2.5,Air Quality,mucus hypersecretion,Positive,Respiratory Health,Biological Endpoint,nasal samples,36608946,Literature,PubMed,,
PM2.5,Air Quality,barrier functions,Positive,Respiratory Health,Biological Endpoint,nasal samples,36608946,Literature,PubMed,,
O3,Air Quality,type-2 inflammation,Positive,Respiratory Health,Biological Endpoint,nasal samples,36608946,Literature,PubMed,,
PM2.5,Air Quality,cardiometabolic disease,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
PM2.5,Air Quality,immune function and inflammation,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
PM2.5,Air Quality,neurologic disorders,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
O3,Air Quality,cardiometabolic disease,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
O3,Air Quality,immune function and inflammation,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
O3,Air Quality,neurologic disorders,Positive,Cardiometabolic Health;Immune Function and Inflammation;Neurological Health,Biological Endpoint,Umbilical cord blood,35835166,Literature,PubMed,,
O3,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood,35780850,Literature,PubMed,,
O3,Air Quality,endothelial function,Positive,Cardiovascular Health,Biological Endpoint,Blood,35780850,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood;Serum,35576800,Literature,PubMed,,
O3,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood;Serum,35576800,Literature,PubMed,,
NO2,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood;Serum,35576800,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Kidney Disease,Biological Endpoint,,35174736,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Positive,Kidney Disease,Biological Endpoint,,35174736,Literature,PubMed,,
PM2.5,Air Quality,apoptosis,Positive,Kidney Disease,Biological Endpoint,,35174736,Literature,PubMed,,
PM2.5,Air Quality,DNA damage,Positive,Kidney Disease,Biological Endpoint,,35174736,Literature,PubMed,,
PM2.5,Air Quality,autophagy,Positive,Kidney Disease,Biological Endpoint,,35174736,Literature,PubMed,,
black carbon,Air Quality,viral related gene pathways,Positive,Respiratory Health,Biological Endpoint,Peripheral blood,34593881,Literature,PubMed,,
black carbon,Air Quality,antigen presentation,Positive,Respiratory Health,Biological Endpoint,Peripheral blood,34593881,Literature,PubMed,,
PM2.5,Air Quality,amino acid transport,Positive,Fetal Growth;Cardiometabolic Health,Biological Endpoint,Placenta,34015297,Literature,PubMed,,
PM2.5,Air Quality,cellular respiration,Positive,Fetal Growth;Cardiometabolic Health,Biological Endpoint,Placenta,34015297,Literature,PubMed,,
PM2.5,Air Quality,immune regulation,Positive,Cardiovascular Health;Immunological Health,Biological Endpoint,,33603036,Literature,PubMed,,
CO,Air Quality,immune regulation,Positive,Cardiovascular Health;Immunological Health,Biological Endpoint,,33603036,Literature,PubMed,,
O3,Air Quality,immune regulation,Positive,Cardiovascular Health;Immunological Health,Biological Endpoint,,33603036,Literature,PubMed,,
PM2.5,Air Quality,vascular endothelial growth factor (VEGF) receptor signaling pathway,Positive,Cancer,Biological Endpoint,,33338681,Literature,PubMed,,
PM2.5,Air Quality,Cardiovascular autonomic response,Positive,Cardiovascular Health,Biological Endpoint,Blood,24083379,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood,24083379,Literature,PubMed,,
PM2.5,Air Quality,endothelial dysfunction,Positive,Cardiovascular Health,Biological Endpoint,,23103035,Literature,PubMed,,
black carbon,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,Exhaled breath,21896396,Literature,PubMed,,
NO2,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,Exhaled breath,21896396,Literature,PubMed,,
ambient temperature,Weather,autonomic nervous system dysfunction,Positive,Cardiovascular Health,Biological Endpoint,,21385834,Literature,PubMed,,
PM2.5,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,Exhaled breath,20947676,Literature,PubMed,,
O3,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,Exhaled breath,20947676,Literature,PubMed,,
ambient temperature,Weather,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood,20653951,Literature,PubMed,,
PM2.5,Air Quality,vascular inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
PM2.5,Air Quality,coagulation,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
PM2.5,Air Quality,fibrinolysis,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
O3,Air Quality,vascular inflammation,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
O3,Air Quality,coagulation,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
O3,Air Quality,fibrinolysis,Positive,Cardiovascular Health,Biological Endpoint,Blood,35139860,Literature,PubMed,,
PM2.5,Air Quality,platelet activation,Positive,Cardiovascular Health,Biological Endpoint,,27029326,Literature,PubMed,,
O3,Air Quality,pro-inflammatory adaptive immune processes,Positive,Asthma;Respiratory Health,Biological Endpoint,nasal samples;bronchial samples,41430723,Literature,PubMed,,
PM2.5,Air Quality,pro-inflammatory adaptive immune processes,Positive,Asthma;Respiratory Health,Biological Endpoint,nasal samples;bronchial samples,41430723,Literature,PubMed,,
O3,Air Quality,DNA repair,Positive,Asthma;Respiratory Health,Biological Endpoint,nasal samples;bronchial samples,41430723,Literature,PubMed,,
O3,Air Quality,immune regulation,Positive,Asthma;Respiratory Health,Biological Endpoint,nasal samples;bronchial samples,41430723,Literature,PubMed,,
PM2.5,Air Quality,inflammation pathways,Positive,Cardiovascular Disease,Biological Endpoint,,31822152,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Inflammatory Diseases;Asthma;Cardiovascular Disease,Biological Endpoint,Blood,34014775,Literature,PubMed,,
black carbon,Air Quality,inflammation,Positive,Inflammatory Diseases;Asthma;Cardiovascular Disease,Biological Endpoint,Blood,34014775,Literature,PubMed,,
PM2.5,Air Quality,inflammatory pathways,Positive,Cardiovascular Health,Biological Endpoint,Serum,26600256,Literature,PubMed,,
PM2.5,Air Quality,hemostatic pathways,Positive,Cardiovascular Health,Biological Endpoint,Serum,26600256,Literature,PubMed,,
O3,Air Quality,inflammatory pathways,Positive,Cardiovascular Health,Biological Endpoint,Serum,26600256,Literature,PubMed,,
O3,Air Quality,hemostatic pathways,Positive,Cardiovascular Health,Biological Endpoint,Serum,26600256,Literature,PubMed,,
PM2.5,Air Quality,extracellular matrix remodeling,Positive,Respiratory Health,Biological Endpoint,blood;lung tissue,40540633,Literature,PubMed,,
PM2.5,Air Quality,fibroblast migration,Positive,Respiratory Health,Biological Endpoint,blood;lung tissue,40540633,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Cardiovascular Health,Biological Endpoint,,26725170,Literature,PubMed,,
PM2.5,Air Quality,oxidation,Positive,Cardiovascular Health,Biological Endpoint,,26725170,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Immunological Health,Biological Endpoint,Peripheral blood,15723880,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Positive,Cardiovascular Health,Biological Endpoint,,18007994,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Obstetric Health;Metabolic Health,Biological Endpoint,Placenta,35248564,Literature,PubMed,,
PM2.5,Air Quality,lipid transport,Positive,Obstetric Health;Metabolic Health,Biological Endpoint,Placenta,35248564,Literature,PubMed,,
PM2.5,Air Quality,cell-cell communication,Positive,Obstetric Health;Metabolic Health,Biological Endpoint,Placenta,35248564,Literature,PubMed,,
PM2.5,Air Quality,cell invasion,Positive,Obstetric Health;Metabolic Health,Biological Endpoint,Placenta,35248564,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Positive,Cardiovascular Disease,Biological Endpoint,Serum,26956024,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Cardiovascular Disease,Biological Endpoint,Serum,26956024,Literature,PubMed,,
PM2.5,Air Quality,atherosclerosis,Positive,Cardiovascular Disease,Biological Endpoint,Serum,26956024,Literature,PubMed,,
PM2.5,Air Quality,type-2 dominant CRS inflammatory response,Positive,Respiratory Health,Biological Endpoint,mucus;tissue,38180309,Literature,PubMed,,
PM2.5,Air Quality,platelet mitochondrial respiration,Positive,Cardiovascular Health,Biological Endpoint,fresh whole blood samples;Platelets,38111233,Literature,PubMed,,
black carbon,Air Quality,systemic inflammation,Positive,Systemic Inflammation,Biological Endpoint,circulating biomarkers,28751572,Literature,PubMed,,
O3,Air Quality,systemic inflammation,Positive,Systemic Inflammation,Biological Endpoint,circulating biomarkers,28751572,Literature,PubMed,,
PM2.5,Air Quality,glucose metabolism,Positive,Metabolic Health;Diabetes,Biological Endpoint,dried blood spots,28712959,Literature,PubMed,,
NO2,Air Quality,glucose metabolism,Positive,Metabolic Health;Diabetes,Biological Endpoint,dried blood spots,28712959,Literature,PubMed,,
Wildfire smoke,Air Quality,Toll-like receptor (TLR) pathway,Positive,Immune Health;Respiratory Health,Biological Endpoint,Peripheral blood mononuclear cells (PBMCs),28208028,Literature,PubMed,,
O3,Air Quality,oxidative stress,Positive,Metabolic Health,Biological Endpoint,,28153529,Literature,PubMed,,
O3,Air Quality,insulin resistance,Positive,Metabolic Health,Biological Endpoint,,28153529,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Hematologic Health,Biological Endpoint,dried blood spots,28153527,Literature,PubMed,,
black carbon,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,Exhaled breath,27694044,Literature,PubMed,,
PM2.5 mass,Air Quality,inflammation,Positive,Cardiovascular Health;Inflammation,Biological Endpoint,Blood,31446321,Literature,PubMed,,
PM2.5 mass,Air Quality,inflammation,Positive,Cardiovascular Health;Endocrine Health,Biological Endpoint,Blood,31419765,Literature,PubMed,,
black carbon,Air Quality,remodelling of small pulmonary vessels,Positive,Respiratory Health,Biological Endpoint,,31167881,Literature,PubMed,,
PM2.5,Air Quality,sympathetic nervous system activation,Positive,Autonomic Nervous System Health,Biological Endpoint,Urine,31095432,Literature,PubMed,,
NO2,Air Quality,sympathetic nervous system activation,Positive,Autonomic Nervous System Health,Biological Endpoint,Urine,31095432,Literature,PubMed,,
black carbon,Air Quality,systemic cytokine-mediated inflammation,Positive,Cardiovascular Health,Biological Endpoint,,30888266,Literature,PubMed,,
black carbon,Air Quality,pro-thrombotic activity,Positive,Cardiovascular Health,Biological Endpoint,,30888266,Literature,PubMed,,
O3,Air Quality,pulmonary inflammation,Positive,Respiratory Health,Biological Endpoint,exhaled breath condensate (EBC),25985308,Literature,PubMed,,
O3,Air Quality,oxidative stress,Positive,Respiratory Health,Biological Endpoint,exhaled breath condensate (EBC),25985308,Literature,PubMed,,
PM2.5 mass concentrations,Air Quality,coagulation,Negative,Coagulation;Inflammation,Biological Endpoint,Blood,25769179,Literature,PubMed,,
PM2.5 mass concentrations,Air Quality,inflammation,Positive,Coagulation;Inflammation,Biological Endpoint,Blood,25769179,Literature,PubMed,,
PM2.5 black carbon,Air Quality,inflammation,Positive,Coagulation;Inflammation,Biological Endpoint,Blood,25769179,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Positive,Cardiovascular Health,Biological Endpoint,Peripheral blood;spot urine,25074558,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Cardiovascular Health,Biological Endpoint,Peripheral blood;spot urine,25074558,Literature,PubMed,,
PM2.5,Air Quality,inflammation,Positive,Pulmonary Health,Biological Endpoint,Blood,24602767,Literature,PubMed,,
PM2.5,Air Quality,immunity,Positive,Pulmonary Health,Biological Endpoint,Blood,24602767,Literature,PubMed,,
black carbon,Air Quality,glutathione metabolism,Positive,Cardiovascular Health,Biological Endpoint,Blood,21385671,Literature,PubMed,,
O3,Air Quality,oxidative stress,Positive,Oxidative Stress,Biological Endpoint,Urine,21138591,Literature,PubMed,,
NO2,Air Quality,glutathione synthesis pathway,Positive,Respiratory Health,Biological Endpoint,,20802163,Literature,PubMed,,
NO2,Air Quality,glutathione metabolism pathway,Positive,Respiratory Health,Biological Endpoint,,20802163,Literature,PubMed,,
black carbon,Air Quality,oxidative stress,Positive,Cardiovascular Health,Biological Endpoint,,20194081,Literature,PubMed,,
black carbon,Air Quality,oxidative defence,Positive,Cardiovascular Health,Biological Endpoint,Serum,19884647,Literature,PubMed,,
black carbon,Air Quality,endothelial function,Positive,Cardiovascular Health,Biological Endpoint,Serum,19884647,Literature,PubMed,,
black carbon,Air Quality,inflammation,Positive,Cardiovascular Health,Biological Endpoint,Serum,19884647,Literature,PubMed,,
PM2.5,Air Quality,methionine cycle,Positive,Cardiovascular Health,Biological Endpoint,,18378616,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Systemic inflammation;DNA damage;Oxidative stress,Biological Endpoint,Urine,18301175,Literature,PubMed,,
PM2.5,Air Quality,oxidative DNA damage,Negative,Systemic inflammation;DNA damage;Oxidative stress,Biological Endpoint,Urine,18301175,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Positive,Cardiovascular Health,Biological Endpoint,,16020798,Literature,PubMed,,
PM2.5,Air Quality,disturbances of the autonomic control of the heart,Positive,Cardiovascular Health,Biological Endpoint,,16020798,Literature,PubMed,,
PM2.5,Air Quality,redox cycling,Positive,Respiratory Health,Biological Endpoint,human cells,11599928,Literature,PubMed,,
PM2.5,Air Quality,systemic inflammation,Positive,Cancer Risk;Immunological Health,Biological Endpoint,,41882731,Literature,PubMed,,
black carbon,Air Quality,endothelial function,Positive,Ophthalmological Health,Biological Endpoint,,30419128,Literature,PubMed,,
black carbon,Air Quality,oxidative stress,Positive,Ophthalmological Health,Biological Endpoint,,30419128,Literature,PubMed,,
black carbon,Air Quality,metal processing,Positive,Ophthalmological Health,Biological Endpoint,,30419128,Literature,PubMed,,
PM2.5,Air Quality,airway inflammation,Positive,Respiratory Health,Biological Endpoint,buccal samples,28821285,Literature,PubMed,,
PM2.5,Air Quality,endothelial function,Positive,Aging,Biological Endpoint,Blood;Serum,28486674,Literature,PubMed,,
PM2.5,Air Quality,oxidative stress,Negative,Aging,Biological Endpoint,Blood;Serum,28486674,Literature,PubMed,,
PM2.5,Air Quality,metal processing,Negative,Aging,Biological Endpoint,Blood;Serum,28486674,Literature,PubMed,,
PM2.5,Air Quality,glycine-ornithine-arginine metabolic axis,Positive,Cardiovascular Health,Biological Endpoint,Plasma,27792908,Literature,PubMed,,
O3,Air Quality,glycine-ornithine-arginine metabolic axis,Positive,Cardiovascular Health,Biological Endpoint,Plasma,27792908,Literature,PubMed,,
